Date,Day,Month,Year,Package,Title
14/02/2022,14,2,2022,altair,Interface to 'Altair'
14/02/2022,14,2,2022,ArchaeoPhases.dataset,Data Sets for 'ArchaeoPhases' Vignettes
14/02/2022,14,2,2022,audubon,Japanese Text Processing Tools
14/02/2022,14,2,2022,bbreg,Bessel and Beta Regressions via Expectation-Maximization Algorithm for Continuous Bounded Data
14/02/2022,14,2,2022,bhmbasket,Bayesian Hierarchical Models for Basket Trials
14/02/2022,14,2,2022,bWGR,Bayesian Whole-Genome Regression
14/02/2022,14,2,2022,campsismod,Generic Implementation of a PK/PD Model
14/02/2022,14,2,2022,cjbart,Heterogeneous Effects Analysis of Conjoint Experiments
14/02/2022,14,2,2022,cli,Helpers for Developing Command Line Interfaces
14/02/2022,14,2,2022,coala,A Framework for Coalescent Simulation
14/02/2022,14,2,2022,CohortPlat,Simulation of Cohort Platform Trials for Combination Treatments
14/02/2022,14,2,2022,correlation,Methods for Correlation Analysis
14/02/2022,14,2,2022,crayon,Colored Terminal Output
14/02/2022,14,2,2022,cricketdata,International Cricket Data
14/02/2022,14,2,2022,crosstable,Crosstables for Descriptive Analyses
14/02/2022,14,2,2022,dann,Discriminant Adaptive Nearest Neighbor Classification
14/02/2022,14,2,2022,dexterMST,CML and Bayesian Calibration of Multistage Tests
14/02/2022,14,2,2022,dibble,Dimensional Data Frames
14/02/2022,14,2,2022,discSurv,Discrete Time Survival Analysis
14/02/2022,14,2,2022,disk.frame,Larger-than-RAM Disk-Based Data Manipulation Framework
14/02/2022,14,2,2022,DLL,Decorrelated Local Linear Estimator
14/02/2022,14,2,2022,ELCIC,The Empirical Likelihood-Based Consistent Information Criterion
14/02/2022,14,2,2022,envstat,Configurable Reporting on your External Compute Environment
14/02/2022,14,2,2022,estadistica,Fundamentos De Estadistica Descriptiva e Inferencial
14/02/2022,14,2,2022,factset.protobuf.stachextensions,'FactSet' 'STACH' Extensions Package
14/02/2022,14,2,2022,fitbitViz,'Fitbit' Visualizations
14/02/2022,14,2,2022,gdtools,Utilities for Graphical Rendering
14/02/2022,14,2,2022,gofcat,Goodness-of-Fit Measures for Categorical Response Models
14/02/2022,14,2,2022,MALDIrppa,MALDI Mass Spectrometry Data Robust Pre-Processing and Analysis
14/02/2022,14,2,2022,metacore,A Centralized Metadata Object Focus on Clinical Trial Data Programming Workflows
14/02/2022,14,2,2022,miniCRAN,Create a Mini Version of CRAN Containing Only Selected Packages
14/02/2022,14,2,2022,mlr3,Machine Learning in R - Next Generation
14/02/2022,14,2,2022,ndvtest,Shi's Non Degenerate Vuong Test
14/02/2022,14,2,2022,nlraa,Nonlinear Regression for Agricultural Applications
14/02/2022,14,2,2022,pchc,Bayesian Network Learning with the PCHC and Related Algorithms
14/02/2022,14,2,2022,pencal,Penalized Regression Calibration (PRC)
14/02/2022,14,2,2022,philentropy,Similarity and Distance Quantification Between Probability Functions
14/02/2022,14,2,2022,ptm,Analyses of Protein Post-Translational Modifications
14/02/2022,14,2,2022,randomForestSRC,"Fast Unified Random Forests for Survival, Regression, and Classification (RF-SRC)"
14/02/2022,14,2,2022,riskCommunicator,G-Computation to Estimate Interpretable Epidemiological Effects
14/02/2022,14,2,2022,RJcluster,A Fast Clustering Algorithm for High Dimensional Data Based on the Gram Matrix Decomposition
14/02/2022,14,2,2022,rlas,Read and Write 'las' and 'laz' Binary File Formats Used for Remote Sensing Data
14/02/2022,14,2,2022,RNifti,Fast R and C++ Access to NIfTI Images
14/02/2022,14,2,2022,robust2sls,Outlier Robust Two-Stage Least Squares Inference and Testing
14/02/2022,14,2,2022,rockchalk,Regression Estimation and Presentation
14/02/2022,14,2,2022,RWmisc,Miscellaneous Spatial Functions
14/02/2022,14,2,2022,scattermore,Scatterplots with More Points
14/02/2022,14,2,2022,scrm,Simulating the Evolution of Biological Sequences
14/02/2022,14,2,2022,sfhotspot,Hot-Spot Analysis with Simple Features
14/02/2022,14,2,2022,spant,MR Spectroscopy Analysis Tools
14/02/2022,14,2,2022,SPlit,Split a Dataset for Training and Testing
14/02/2022,14,2,2022,stabiliser,Stabilising Variable Selection
14/02/2022,14,2,2022,SUMMER,Small-Area-Estimation Unit/Area Models and Methods for Estimation in R
14/02/2022,14,2,2022,thredds,Crawler for Navigating THREDDS Catalogs
14/02/2022,14,2,2022,tidycmprsk,Competing Risks Estimation
14/02/2022,14,2,2022,utile.visuals,Create Visuals for Publication
14/02/2022,14,2,2022,vcdExtra,'vcd' Extensions and Additions
14/02/2022,14,2,2022,VGAM,Vector Generalized Linear and Additive Models
14/02/2022,14,2,2022,VGAMdata,Data Supporting the 'VGAM' Package
14/02/2022,14,2,2022,youngSwimmers,Young Swimmers Dataset
13/02/2022,13,2,2022,aMNLFA,Automated Moderated Nonlinear Factor Analysis Using 'M-plus'
13/02/2022,13,2,2022,berryFunctions,Function Collection Related to Plotting and Hydrology
13/02/2022,13,2,2022,Directional,A Collection of Functions for Directional Data Analysis
13/02/2022,13,2,2022,DrBats,Data Representation: Bayesian Approach That's Sparse
13/02/2022,13,2,2022,EIAdata,R Wrapper for the Energy Information Administration (EIA) API
13/02/2022,13,2,2022,EmissV,Tools for Create Emissions for Air Quality Models
13/02/2022,13,2,2022,fastmatrix,Fast Computation of some Matrices Useful in Statistics
13/02/2022,13,2,2022,FSAdata,Data to Support Fish Stock Assessment ('FSA') Package
13/02/2022,13,2,2022,ggdist,Visualizations of Distributions and Uncertainty
13/02/2022,13,2,2022,gittargets,Data Version Control for the Targets Package
13/02/2022,13,2,2022,htestClust,Reweighted Marginal Hypothesis Tests for Clustered Data
13/02/2022,13,2,2022,isotree,Isolation-Based Outlier Detection
13/02/2022,13,2,2022,jmvReadWrite,Read and Write 'jamovi' Files ('.omv')
13/02/2022,13,2,2022,namedropR,Create Visual Citations for Presentation Slides
13/02/2022,13,2,2022,neatStats,Neat and Painless Statistical Reporting
13/02/2022,13,2,2022,pacs,Supplementary Tools for R Packages Developers
13/02/2022,13,2,2022,parsedate,"Recognize and Parse Dates in Various Formats, Including All ISO 8601 Formats"
13/02/2022,13,2,2022,rddapp,Regression Discontinuity Design Application
13/02/2022,13,2,2022,rEDM,Empirical Dynamic Modeling ('EDM')
13/02/2022,13,2,2022,RFishBC,Back-Calculation of Fish Length
13/02/2022,13,2,2022,rsmatrix,Matrices for Repeat-Sales Price Indexes
13/02/2022,13,2,2022,secr,Spatially Explicit Capture-Recapture
13/02/2022,13,2,2022,signnet,Methods to Analyse Signed Networks
13/02/2022,13,2,2022,simpr,Flexible 'Tidyverse'-Friendly Simulations
13/02/2022,13,2,2022,starvz,R-Based Visualization Techniques for Task-Based Applications
13/02/2022,13,2,2022,virtualPollen,Simulating Pollen Curves from Virtual Taxa with Different Life and Niche Traits
13/02/2022,13,2,2022,wallace,A Modular Platform for Reproducible Modeling of Species Niches and Distributions
12/02/2022,12,2,2022,aquodom,Access to Aquo domaintables from R (Dutch)
12/02/2022,12,2,2022,clintools,Tools for Clinical Research
12/02/2022,12,2,2022,conquer,Convolution-Type Smoothed Quantile Regression
12/02/2022,12,2,2022,dixon,Nearest Neighbour Contingency Table Analysis
12/02/2022,12,2,2022,dtwclust,Time Series Clustering Along with Optimizations for the Dynamic Time Warping Distance
12/02/2022,12,2,2022,ecespa,Functions for Spatial Point Pattern Analysis
12/02/2022,12,2,2022,fbati,Gene by Environment Interaction and Conditional Gene Tests for Nuclear Families
12/02/2022,12,2,2022,FSA,Simple Fisheries Stock Assessment Methods
12/02/2022,12,2,2022,fsbrain,Managing and Visualizing Brain Surface Data
12/02/2022,12,2,2022,idar,Individual Diversity-Area Relationships
12/02/2022,12,2,2022,pmsampsize,Calculates the Minimum Sample Size Required for Developing a Multivariable Prediction Model
12/02/2022,12,2,2022,pwr2ppl,Power Analyses for Common Designs (Power to the People)
12/02/2022,12,2,2022,replicateBE,Average Bioequivalence with Expanding Limits (ABEL)
12/02/2022,12,2,2022,RTL,"Risk Tool Library - Trading, Risk, 'Analytics' for Commodities"
12/02/2022,12,2,2022,rv,Simulation-Based Random Variable Objects
12/02/2022,12,2,2022,selectiongain,A Tool for Calculation and Optimization of the Expected Gain from Multi-Stage Selection
12/02/2022,12,2,2022,selectspm,"Select Point Pattern Models Based on Minimum Contrast, AIC and Goodness of Fit"
12/02/2022,12,2,2022,spatstat.geom,Geometrical Functionality of the 'spatstat' Family
12/02/2022,12,2,2022,spatstat.random,Random Generation Functionality for the 'spatstat' Family
12/02/2022,12,2,2022,spc4sts,Statistical Process Control for Stochastic Textured Surfaces
12/02/2022,12,2,2022,survivoR,Data from all Seasons of Survivor (US) TV Series in Tidy Format
12/02/2022,12,2,2022,text,Analyses of Text using Natural Language Processing and Machine Learning
11/02/2022,11,2,2022,admisc,Adrian Dusa's Miscellaneous
11/02/2022,11,2,2022,aqp,Algorithms for Quantitative Pedology
11/02/2022,11,2,2022,arakno,ARAchnid KNowledge Online
11/02/2022,11,2,2022,breakaway,Species Richness Estimation and Modeling
11/02/2022,11,2,2022,CA3variants,Three-Way Correspondence Analysis Variants
11/02/2022,11,2,2022,caracas,Computer Algebra
11/02/2022,11,2,2022,Certara.R,Easily Install Pharmacometric Packages and Shiny Applications Developed by Certara
11/02/2022,11,2,2022,changer,Change R Package Name
11/02/2022,11,2,2022,circlize,Circular Visualization
11/02/2022,11,2,2022,collapse,Advanced and Fast Data Transformation
11/02/2022,11,2,2022,DatabaseConnector,Connecting to Various Database Platforms
11/02/2022,11,2,2022,declared,Functions to Declare Missing Values
11/02/2022,11,2,2022,deltaccd,Quantify Rhythmic Gene Co-Expression Relative to a Reference
11/02/2022,11,2,2022,DIZutils,Utilities for 'DIZ' R Package Development
11/02/2022,11,2,2022,DQAgui,Graphical User Interface for Data Quality Assessment
11/02/2022,11,2,2022,DQAstats,Core Functions for Data Quality Assessment
11/02/2022,11,2,2022,eks,Tidy and Geospatial Kernel Smoothing
11/02/2022,11,2,2022,fabricatr,Imagine Your Data Before You Collect It
11/02/2022,11,2,2022,fastadi,Self-Tuning Data Adaptive Matrix Imputation
11/02/2022,11,2,2022,FCO,Flexible Cutoffs for Model Fit Evaluation in Covariance-Based Structural Models
11/02/2022,11,2,2022,freesurferformats,Read and Write 'FreeSurfer' Neuroimaging File Formats
11/02/2022,11,2,2022,fssemR,Fused Sparse Structural Equation Models to Jointly Infer Gene Regulatory Network
11/02/2022,11,2,2022,gamlss.ggplots,"Plotting Generalised Additive Model for Location, Scale and Shape"
11/02/2022,11,2,2022,gausscov,The Gaussian Covariate Method for Variable Selection
11/02/2022,11,2,2022,HDoutliers,Leland Wilkinson's Algorithm for Detecting Multidimensional Outliers
11/02/2022,11,2,2022,icesDatsu,Functions to Interact with the ICES Data Submission Utility (DATSU)
11/02/2022,11,2,2022,IGoRRR,A Shiny Interface for Simple Data Management
11/02/2022,11,2,2022,l2boost,Exploring Friedman's Boosting Algorithm for Regularized Linear Regression
11/02/2022,11,2,2022,ldsep,Linkage Disequilibrium Shrinkage Estimation for Polyploids
11/02/2022,11,2,2022,maybe,The Maybe Monad
11/02/2022,11,2,2022,MazamaLocationUtils,Manage Spatial Metadata for Known Locations
11/02/2022,11,2,2022,MFO,Maximal Fat Oxidation and Kinetics Calculation
11/02/2022,11,2,2022,monoreg,Bayesian Monotonic Regression Using a Marked Point Process Construction
11/02/2022,11,2,2022,niaidMI,Markov Model Multiple Imputation for NIAID OS
11/02/2022,11,2,2022,npreg,Nonparametric Regression via Smoothing Splines
11/02/2022,11,2,2022,onemap,Construction of Genetic Maps in Experimental Crosses
11/02/2022,11,2,2022,plater,"Read, Tidy, and Display Data from Microtiter Plates"
11/02/2022,11,2,2022,probout,Unsupervised Multivariate Outlier Probabilities for Large Datasets
11/02/2022,11,2,2022,quickcheck,Property Based Testing
11/02/2022,11,2,2022,R2SWF,Convert R Graphics to Flash Animations
11/02/2022,11,2,2022,r5r,Rapid Realistic Routing with 'R5'
11/02/2022,11,2,2022,raceland,Pattern-Based Zoneless Method for Analysis and Visualization of Racial Topography
11/02/2022,11,2,2022,survivalAnalysis,High-Level Interface for Survival Analysis and Associated Plots
11/02/2022,11,2,2022,systemfonts,System Native Font Finding
11/02/2022,11,2,2022,whitebox,'WhiteboxTools' R Frontend
11/02/2022,11,2,2022,wINEQ,Inequality Measures for Weighted Data
10/02/2022,10,2,2022,adea,Alternate DEA Package
10/02/2022,10,2,2022,arrow,Integration to 'Apache' 'Arrow'
10/02/2022,10,2,2022,Bayesrel,Bayesian Reliability Estimation
10/02/2022,10,2,2022,bizicount,Bivariate Zero-Inflated Count Models Using Copulas
10/02/2022,10,2,2022,childsds,Data and Methods Around Reference Values in Pediatrics
10/02/2022,10,2,2022,cmfrec,Collective Matrix Factorization for Recommender Systems
10/02/2022,10,2,2022,cml,Conditional Manifold Learning
10/02/2022,10,2,2022,DArand,Differential Analysis with Random Reference Genes
10/02/2022,10,2,2022,DBpower,Finite Sample Power Calculations for Detection Boundary Tests
10/02/2022,10,2,2022,geno2proteo,Finding the DNA and Protein Sequences of Any Genomic or Proteomic Loci
10/02/2022,10,2,2022,gvc,Global Value Chains Tools
10/02/2022,10,2,2022,icesConnect,Provides User Tokens for Access to ICES Web Services
10/02/2022,10,2,2022,icesDatras,DATRAS Trawl Survey Database Web Services
10/02/2022,10,2,2022,icesVocab,ICES Vocabularies Database Web Services
10/02/2022,10,2,2022,iotables,"Reproducible Input-Output Economics Analysis, Economic and Environmental Impact Assessment with Empirical Data"
10/02/2022,10,2,2022,itan,Item Analysis for Multiple Choice Tests
10/02/2022,10,2,2022,JMbayes2,Extended Joint Models for Longitudinal and Time-to-Event Data
10/02/2022,10,2,2022,keras,R Interface to 'Keras'
10/02/2022,10,2,2022,mde,Missing Data Explorer
10/02/2022,10,2,2022,metap,Meta-Analysis of Significance Values
10/02/2022,10,2,2022,missMethods,Methods for Missing Data
10/02/2022,10,2,2022,mlr3hyperband,Hyperband for 'mlr3'
10/02/2022,10,2,2022,musclesyneRgies,Extract Muscle Synergies from Electromyography
10/02/2022,10,2,2022,nanonext,NNG (Nanomsg Next Gen) Lightweight Messaging Library
10/02/2022,10,2,2022,OlinkAnalyze,Facilitate Analysis of Proteomic Data from Olink
10/02/2022,10,2,2022,PhaseTypeR,General-Purpose Phase-Type Functions
10/02/2022,10,2,2022,rMIDAS,Multiple Imputation with Denoising Autoencoders
10/02/2022,10,2,2022,roperators,Additional Operators to Help you Write Cleaner R Code
10/02/2022,10,2,2022,rrcov,Scalable Robust Estimators with High Breakdown Point
10/02/2022,10,2,2022,rrcov3way,"Robust Methods for Multiway Data Analysis, Applicable also for Compositional Data"
10/02/2022,10,2,2022,rubias,Bayesian Inference from the Conditional Genetic Stock Identification Model
10/02/2022,10,2,2022,sarp.snowprofile,Snow Profile Analysis for Snowpack and Avalanche Research
10/02/2022,10,2,2022,sarp.snowprofile.alignment,"Snow Profile Alignment, Aggregation, and Clustering"
10/02/2022,10,2,2022,seriation,Infrastructure for Ordering Objects Using Seriation
10/02/2022,10,2,2022,soundgen,Sound Synthesis and Acoustic Analysis
10/02/2022,10,2,2022,superMICE,SuperLearner Method for MICE
10/02/2022,10,2,2022,terrainr,Landscape Visualizations in R and 'Unity'
10/02/2022,10,2,2022,TidyMultiqc,Converts 'MultiQC' Reports into Tidy Data Frames
10/02/2022,10,2,2022,tipsae,Tools for Handling Indices and Proportions in Small Area Estimation
10/02/2022,10,2,2022,vsp,Vintage Sparse PCA for Semi-Parametric Factor Analysis
10/02/2022,10,2,2022,xml2relational,Converting XML Documents into Relational Data Models
09/02/2022,9,2,2022,autostats,Auto Stats
09/02/2022,9,2,2022,bibliometrix,Comprehensive Science Mapping Analysis
09/02/2022,9,2,2022,canvasXpress,Visualization Package for CanvasXpress in R
09/02/2022,9,2,2022,ChemoSpec,Exploratory Chemometrics for Spectroscopy
09/02/2022,9,2,2022,cloudos,R Client Library for CloudOS
09/02/2022,9,2,2022,CopulaREMADA,Copula Mixed Models for Multivariate Meta-Analysis of Diagnostic Test Accuracy Studies
09/02/2022,9,2,2022,cpsR,Load CPS Microdata into R Using the 'Census Bureau Data' API
09/02/2022,9,2,2022,ctl,Correlated Trait Locus Mapping
09/02/2022,9,2,2022,cxhull,Convex Hull
09/02/2022,9,2,2022,CytOpT,Optimal Transport for Gating Transfer in Cytometry Data with Domain Adaptation
09/02/2022,9,2,2022,eurostat,Tools for Eurostat Open Data
09/02/2022,9,2,2022,FastImputation,Learn from Training Data then Quickly Fill in Missing Data
09/02/2022,9,2,2022,forestControl,Approximate False Positive Rate Control in Selection Frequency for Random Forest
09/02/2022,9,2,2022,gamselBayes,Bayesian Generalized Additive Model Selection
09/02/2022,9,2,2022,geneticae,Statistical Tools for the Analysis of Multi Environment Agronomic Trials
09/02/2022,9,2,2022,geostan,Bayesian Spatial Analysis
09/02/2022,9,2,2022,GGEBiplots,GGE Biplots with 'ggplot2'
09/02/2022,9,2,2022,hal9001,The Scalable Highly Adaptive Lasso
09/02/2022,9,2,2022,haldensify,Highly Adaptive Lasso Conditional Density Estimation
09/02/2022,9,2,2022,hmm.discnp,Hidden Markov Models with Discrete Non-Parametric Observation Distributions
09/02/2022,9,2,2022,indirect,Elicitation of Independent Conditional Means Priors for Generalised Linear Models
09/02/2022,9,2,2022,invertiforms,Invertible Transforms for Matrices
09/02/2022,9,2,2022,lares,Analytics & Machine Learning Sidekick
09/02/2022,9,2,2022,LRMF3,Low Rank Matrix Factorization S3 Objects
09/02/2022,9,2,2022,lrstat,Power and Sample Size Calculation for Non-Proportional Hazards
09/02/2022,9,2,2022,MachineShop,Machine Learning Models and Tools
09/02/2022,9,2,2022,magic,Create and Investigate Magic Squares
09/02/2022,9,2,2022,MBESS,The MBESS R Package
09/02/2022,9,2,2022,MERO,Performing Monte Carlo Expectation Maximization Random Forest Imputation for Biological Data
09/02/2022,9,2,2022,metabolighteR,Interface to the 'Metabolights' REST API
09/02/2022,9,2,2022,moult,Models for Analysing Moult in Birds
09/02/2022,9,2,2022,mpath,Regularized Linear Models
09/02/2022,9,2,2022,multiplex,Algebraic Tools for the Analysis of Multiple Social Networks
09/02/2022,9,2,2022,NHMSAR,Non-Homogeneous Markov Switching Autoregressive Models
09/02/2022,9,2,2022,oceanic,Location Identify Tool
09/02/2022,9,2,2022,OptHoldoutSize,Estimation of Optimal Size for a Holdout Set for Updating a Predictive Score
09/02/2022,9,2,2022,optimall,Allocate Samples Among Strata
